"ID"	"F1_2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"F11"	"F12"	"F13"	"F14"	"F15"	"F16"	"F17"	"F18"	"F19"	"Gene"	"new_Gene"	"Feature.Subtype"	"Sample"
"11"	"atpB_ctrl"	0.54282770589886	7.65783743598523	8.06791236495101	3.39872840305131	2.36420382228371	3.91672168614053	7.59450276966983	32.3309634039673	12.3338549495347	5.14181006170252	3.03094560409446	2.55163847903245	2.05215181516232	1.9340154571177	2.1854832403713	1.96185593299048	1.2766720558944	1.65787481215189	"atpB"	"atpB(all5039)"	"Protein"	"ctrl"
"12"	"atpE_ctrl"	3.17316929108089	8.33296380792517	5.48784146312545	4.909751731577	5.59588516897112	4.66806819394172	5.04479494237867	36.6958193316408	9.41875176838601	3.70917991768667	2.03486432205571	1.62017661636576	1.5647636588557	1.44133463993624	1.69529473837446	1.72613893868998	1.37715816506386	1.50404330394476	"atpE"	"atpE(all5038)"	"Protein"	"ctrl"
"13"	"cpcB_ctrl"	0.305601391086573	5.27328904294957	8.70192164538216	9.81380128848305	11.8239563645169	20.706208229101	25.2066353589123	13.6286052217762	2.24199770521269	0.732355998603868	0.328769665806089	0.220260468617318	0.166844196396467	0.143452613710978	0.171053555196897	0.203596568422854	0.138919724699359	0.192730961125768	"cpcB"	"cpcB(alr0528)"	"Protein"	"ctrl"
"14"	"cpcA_ctrl"	0.555480005088146	6.92215563661992	9.56709774697468	10.9169042600682	12.0911405713011	19.9520709428769	21.5462635694409	13.2628746234651	2.56466870917853	0.846622820643503	0.387279347489982	0.255460882699388	0.19634316239075	0.184211291744621	0.208793267494109	0.173381398426226	0.149453424662722	0.21979833943515	"cpcA"	"cpcA(alr0529)"	"Protein"	"ctrl"
"15"	"cpcC_ctrl"	0.257636974569605	1.74513045654965	3.97985121927934	6.49050912817506	10.2683962892932	17.238897966056	15.5111353858795	19.5222186832852	5.77924448270055	2.09254315688254	1.29390279507071	1.202432423812	1.34395428372496	1.60327729651753	2.30860274969725	3.12055534155931	2.78723285912952	3.45447850781804	"cpcC"	"cpcC(alr0530)"	"Protein"	"ctrl"
"16"	"cpcD_ctrl"	2.78124972645003	11.3930822822098	16.4908142262216	19.4144979674216	13.7340134352329	12.3387757123696	13.9347022856905	6.39360275930945	0.955090664221281	0.440974892363432	0.240740750019342	0.179221943676067	0.168313293324694	0.125590262298921	0.220386959668516	0.368978038949263	0.303704267218722	0.51626053335437	"cpcD"	"cpcD(asr0531)"	"Protein"	"ctrl"
"17"	"cpcE_ctrl"	1.93043834773736	23.8762385659867	38.6246573745487	13.0603060387268	5.06355399947869	3.19510525901671	2.26736706069998	2.30820581785994	1.1968222020578	1.39634096113285	1.12257019159935	0.883231056406283	0.835715797164046	0.815608886171107	0.862462651126366	0.639783666966113	0.683245393491571	1.23834672982958	"cpcE"	"cpcE(alr0532)"	"Protein"	"ctrl"
"18"	"petB_ctrl"	0.889882234916293	3.34251552189276	9.13775405568501	22.3798772815396	13.9409933671116	21.6404417951198	16.3909552373489	6.58442432899695	2.04022241949	1.02118034774824	0.531879538426327	0.386323582245037	0.250806350797678	0.237578638927139	0.235751697802221	0.278704760918892	0.245259405377397	0.465449435656187	"petB"	"petB(alr3421)"	"Protein"	"ctrl"
"19"	"petF_ctrl"	32.0963138862807	48.4596708811885	13.1574553863414	3.70383759644645	0.924073190697865	0.424195334712826	0.272161720792494	0.171940316881508	0.107401044185963	0.0816401387183592	0.0726828064994533	0.112255535163976	0.0569650554929523	0.0354850239004028	0.0421957693853313	0.0586027595483222	0.10121778485634	0.121905768907199	"petF"	"petF(all4148)"	"Protein"	"ctrl"
"20"	"isiB_ctrl"	17.6330337892601	57.260362523155	18.2962374152313	4.83074620420283	1.06882298062018	0.363623254891391	0.162712853562196	0.14303052478593	0.0515271892336496	0.0311675230302425	0.0192321683964429	0.0184907807646365	0.0189488155580217	0.0176248426209908	0.0194077190313624	0.0224356249559755	0.0203648504009182	0.0222309402988708	"isiB"	"isiB(alr2405)"	"Protein"	"ctrl"
"21"	"cytA_ctrl"	34.2816777017871	34.5046617520135	13.861121099862	7.1893935391199	2.73032683178502	1.53959565321122	0.990476324003024	0.816641222550205	0.551794185693283	0.453526783683348	0.394152590465919	0.350953836369436	0.3019069483963	0.228941058732843	0.321979740128743	0.470368620390649	0.47741430508059	0.535067806726896	"cytA"	"cytA(alr4251)"	"Protein"	"ctrl"
"22"	"psaC_ctrl"	1.76188757141321	3.97063532541709	4.46625323923046	2.80503794385527	1.90398528471951	1.97377984999322	6.7938833458872	14.4265701502105	7.89849435726569	5.00754383569073	4.06848078065875	4.10702437372998	3.91334947848811	4.41949371720319	6.34319417010109	8.15175966656185	7.63020971141528	10.3584171981589	"psaC"	"psaC(asr3463)"	"Protein"	"ctrl"
"23"	"avaIR_ctrl"	1.75771264137914	6.1185797611024	31.5913723901523	30.5163417780623	10.6181233261091	5.02168597815835	2.53728284689568	1.88227078332273	1.31281628852709	1.36476136012439	1.0294459173926	0.978507020919311	0.925327215379768	0.714652528598208	0.863480323251979	0.773853444376877	0.820464835035651	1.17332156121208	"avaIR"	"avaIR(all3631)"	"Protein"	"ctrl"
"24"	"rpsU1_ctrl"	0.960265212232701	2.63515860058113	3.24388520615637	2.03434685690758	1.12733786507062	0.871930140806151	0.758596138180087	0.66743738797392	0.529582295416555	0.564037627753745	0.405422364423796	0.48866951940612	0.596772039170218	2.18063891998595	5.48997506379073	40.5640892533405	21.8358592874514	15.0459962213524	"rpsU1"	"rpsU1(asr0742)"	"Protein"	"ctrl"
"25"	"ssb1_ctrl"	1.07252099566191	10.1823991475418	32.8754344482864	21.5633783412567	9.1793380779534	6.99577775381506	4.22756549233682	2.66597793488399	2.00587252605618	1.12018836295228	0.836784363347358	0.615472237094948	0.633695686969523	0.540514449842847	0.684867254263546	0.717405069596128	2.5152384881588	1.56756936998232	"ssb1"	"ssb1(alr0088)"	"Protein"	"ctrl"
"26"	"trxM1_ctrl"	37.7576680397584	39.255814963539	12.6343799671191	5.03631785295504	1.53073354517498	0.882466205238744	0.49211070518175	0.412428752189238	0.223134242465251	0.184867380194276	0.125585793338516	0.132969856542136	0.123764048405706	0.0863644727866216	0.123615288482867	0.172426554006273	0.181507186839568	0.643845145782412	"trxM1"	"trxM1(alr0052)"	"Protein"	"ctrl"
"27"	"ntcA_ctrl"	1.64172313787626	24.7375050403399	33.8297463712823	15.5250446809364	6.84882572728295	3.44302970906468	1.98877182745774	1.71958304951086	0.911995292309431	0.748219130478517	0.752628448963901	0.811600957123402	0.806191147290054	0.761588895658336	0.9571513410524	1.10201060185542	1.2440635274764	2.17032111404102	"ntcA"	"ntcA(alr4392)"	"Protein"	"ctrl"
"28"	"atpI_ctrl"	1.26293973933452	7.50709586985573	31.0216631412145	25.7937088019027	11.0052445651616	5.70108580134874	2.20549062758998	1.16084072738417	0.970651739762939	0.992657782580289	0.965363487723824	0.987160941509089	1.01951678255878	1.41894145551976	1.70419562002514	2.31675052004073	1.80430680995215	2.16238558653543	"atpI"	"atpI(all0010)"	"Protein"	"ctrl"
"29"	"atpA_ctrl"	0.218192900122552	1.91209818724289	5.73866047874545	4.33642463677616	2.34065346637745	2.62802471356191	6.06164758225319	34.7554068323527	13.5819105947787	5.20733989170066	3.13877452270511	2.65509462746363	2.39393448624156	2.53686123534317	3.44226549003666	3.5746584022573	2.55481776091572	2.92323419112521	"atpA"	"atpA(all0005)"	"Protein"	"ctrl"
"30"	"atpD_ctrl"	2.3332133737366	23.0582769349826	22.8198427841194	8.59276249000965	2.74454296556116	1.79033537926888	1.39017504144218	6.68102208346689	4.71004382053857	3.2367868386307	2.89633968272159	2.76038617021874	2.7966985686701	3.31608361960269	3.35631299401531	2.81378654635725	2.33975754731033	2.36363315934742	"atpD"	"atpD(all0006)"	"Protein"	"ctrl"
"31"	"atpF_ctrl"	1.01326892289862	13.8862274890033	33.8149604229517	22.7550809800481	7.18068758882876	3.33098639833073	1.44247063980397	1.24681748328744	1.05961266063919	1.13893876234506	1.1047871561622	1.11073035360752	1.22017177126554	1.48073881353125	1.96400801123702	2.0578644983567	2.00352666748991	2.18912138021294	"atpF"	"atpF(all0007)"	"Protein"	"ctrl"
"32"	"atpC_ctrl"	0.548675579114197	1.82896115829337	3.45147275342946	4.24788880068883	4.6339603254704	4.11307766273975	4.87984703157639	36.318446525557	12.1835205204355	4.94690691438835	3.48389082577017	3.08059587246689	2.7176151522124	2.87340495073148	3.28106459827758	2.90629421055441	2.23938879881161	2.26498831948223	"atpC"	"atpC(all0004)"	"Protein"	"ctrl"
"33"	"atpG_ctrl"	1.55963567696943	16.521689116696	29.1065940813579	16.4057464659631	6.45763280572166	3.56384846323575	1.67157881780185	1.29201914689405	1.32682566304366	1.34183749010471	1.46640698599144	1.76495606625627	2.15102912577482	2.77627789421706	3.17180754355138	3.24749824192598	3.07191848691697	3.10269792757792	"atpG"	"atpG(all0008)"	"Protein"	"ctrl"
"34"	"nifS_ctrl"	1.24335606700698	14.4069775326007	31.1573392149326	22.205738337197	10.0849003926564	6.7213791516204	3.70370693453472	2.75577474522811	1.38949083446762	0.767377774909365	0.334003870969543	0.80738485812242	0.469851149785873	0.371853173767788	0.620679111618545	0.47120228529021	1.26714152754242	1.22184303774929	"nifS"	"nifS(all1457)"	"Protein"	"ctrl"
"35"	"psbO_ctrl"	1.72903168839655	27.810983077474	43.5531289031459	16.0016116161832	4.7015130890782	2.14467978785525	0.969488487974391	0.600611692570801	0.286824821938492	0.208772169258068	0.158883805807516	0.171906449530677	0.156587306713578	0.178648791299599	0.251670440751393	0.314113321682561	0.30891292058902	0.452631629750864	"psbO"	"psbO(all3854)"	"Protein"	"ctrl"
"36"	"hesB_ctrl"	13.0083563011679	39.9714146487295	21.5261969333298	10.5866505087383	4.313564884464	2.69796093798893	1.53793488742181	1.55879580473148	0.692562031619374	0.661833763197737	0.500632707320915	0.683880977055886	0.552536372936409	0.0776175578693065	0.114111969248942	0.113917760612743	0.182857200674234	1.21917475289279	"hesB"	"hesB(all1431)"	"Protein"	"ctrl"
"37"	"psbB_ctrl"	0.347429658274199	1.23565660162468	3.36985499688842	7.49646453438576	5.07144233413702	12.0245310127218	26.9753193014224	18.2395639299106	7.60904762610312	3.92668020721757	2.33516892882778	1.76217510897393	1.32689895248645	1.238900350162	1.53696479520348	1.76142314529522	1.53420761401316	2.20827090235242	"psbB"	"psbB(all0138)"	"Protein"	"ctrl"
"38"	"trxX_ctrl"	19.6158231536676	40.68785122458	18.5922375704596	8.60015034486216	3.20842363110958	1.91027995226836	1.00594800190526	0.783361297108618	0.511054037943254	0.432749138351332	0.3932249212475	0.392459314584732	0.424599671975589	0.405023644141849	0.500268516216186	0.577692423776365	0.55257409205268	1.40627906374932	"trxX"	"trxX(all2341)"	"Protein"	"ctrl"
"39"	"hepA_ctrl"	1.31054352120084	6.03085411379484	21.1419191401316	30.3356385880065	15.9148360556044	9.17148733100324	4.06861864660902	2.56277103454667	1.26092174373396	1.03740451549653	0.743482312334647	0.683880799773707	0.950733596219931	0.523627238233492	0.87686834225825	0.896981376356779	0.932507021775217	1.5569246229204	"hepA"	"hepA(alr2835)"	"Protein"	"ctrl"
"40"	"rpoC1_ctrl"	1.02544960740578	3.09708584082686	4.20514416888944	5.60123382660525	4.18567280783941	2.87707449115803	2.12727654658341	5.12031613706569	10.6083928272566	8.17772171931884	5.94960241060546	5.21058533580284	4.96190535754361	4.92557597278406	6.92488345001434	8.63134270014617	6.8529972166815	9.51773958347267	"rpoC1"	"rpoC1(alr1595)"	"Protein"	"ctrl"
"41"	"rpoC2_ctrl"	1.13040681290259	4.760004174611	8.85838691996943	10.406936844528	4.91144890689813	2.65434289462214	1.86543073204236	4.85129356177846	10.0735369402623	7.81025400832534	5.3741250334798	4.67895084499978	4.24717388498642	4.24140380064831	5.77534204784673	6.45369948995056	5.24907032080837	6.65819278134029	"rpoC2"	"rpoC2(alr1596)"	"Protein"	"ctrl"
"42"	"sigA_ctrl"	1.23198826655608	3.51306290470886	5.17860358065323	6.86253395651459	4.42829498254337	2.90880617109032	2.38135825353882	6.51567435951852	9.92535697145567	7.9283061255204	5.78801297467275	4.61585839339664	4.05718349976859	4.41544477073558	6.38399992055983	8.89139649354497	6.73882400591428	8.23529436930749	"sigA"	"sigA(all5263)"	"Protein"	"ctrl"
"43"	"hetR_ctrl"	2.97030548908206	12.267274827371	29.7284019137128	18.7003856211403	9.45644902255209	5.10360615269919	2.17698651116664	2.31907023473087	1.43782929375301	1.52737308752153	1.52779929605766	1.37241498940044	1.84266377047455	1.96791182431548	1.54596221964512	1.6498032664867	1.94597683342354	2.4597856464671	"hetR"	"hetR(alr2339)"	"Protein"	"ctrl"
"44"	"ppc_ctrl"	0.863297098813368	3.16596188975603	4.9349464770006	6.90699353893342	9.75800140874977	8.83046963443036	5.36328498652784	11.7401329601552	15.8496616107407	6.67838807701349	3.81458770793421	2.86735803096424	2.59000882353356	2.56747846080054	3.16940138251333	3.42052454479786	3.06658789039692	4.41291547693852	"ppc"	"ppc(all4861)"	"Protein"	"ctrl"
"45"	"alr1448_ctrl"	1.26497385900428	4.88490692446239	9.98788659636862	29.1581372232531	22.6066458477575	9.64854130765302	4.36953215372808	3.10958466991987	1.81638545683228	1.43098010861144	1.16697056396711	1.08228067607833	1.13778505016425	1.1750121735078	1.56357431243745	1.65724035392303	1.70077505067193	2.23878767165948	"alr1448"	"alr1448"	"Protein"	"ctrl"
"46"	"alr1449_ctrl"	3.22748635582612	23.2255750595804	28.9138176360064	16.3830515420534	7.18303984831456	3.70127283224617	2.31016820065643	1.55174178354942	1.1180512504191	0.992928146172066	0.867463714479031	1.08784139992775	1.12763279036209	0.960664769263107	1.08418698943495	1.27062832824717	1.14417275305581	3.85027660040613	"alr1449"	"alr1449"	"Protein"	"ctrl"
"47"	"cyp110_ctrl"	1.63300594977365	8.24953396664228	36.7638224323263	27.1385343447464	8.78204536219747	4.50742587645208	2.25377693784007	1.79294588876644	0.953918326734152	0.842226053875166	0.981631744097576	0.716260594681494	0.832298030807069	0.587310855108065	0.790957527127867	0.821488640242971	1.03444955925529	1.31836790932574	"cyp110"	"cyp110(alr1450)"	"Protein"	"ctrl"
"48"	"cpcF_ctrl"	3.40160604482736	24.4718633495573	31.9042044037414	12.5357480107165	5.50892888128152	4.58367932515745	3.58997041472429	2.77538395909694	1.70882141721587	1.27588230918929	0.993708260959247	0.84178813957645	0.89537607601427	0.685914107129159	1.28022444938667	0.894056722875793	1.15864457736061	1.49419955118992	"cpcF"	"cpcF(alr0533)"	"Protein"	"ctrl"
"49"	"cpcG1_ctrl"	0.703212101312581	2.04151306677666	2.4093945971963	1.95410461241931	2.19892860492389	12.2715263034201	43.9593894791894	25.0481892073048	3.62616719015989	1.53804640935134	0.755781091276509	0.549977738099711	0.479572356647005	0.462058116593363	0.512187960342217	0.46771038693947	0.450006919862902	0.5722338581846	"cpcG1"	"cpcG1(alr0534)"	"Protein"	"ctrl"
"50"	"cpcG2_ctrl"	0.70679351966895	6.60612707485899	14.0047630874762	15.5001905518673	10.4525259131798	14.6974876496881	13.2909820721557	8.50126142326248	2.42793629410652	1.45715976873758	1.17513109255534	1.16291582725959	1.19623963813003	1.39098113711407	1.78256428638867	1.9113316249522	1.73010253486366	2.00550650373476	"cpcG2"	"cpcG2(alr0535)"	"Protein"	"ctrl"
"51"	"cpcL_ctrl"	0.522067964430103	2.61091540863011	5.1849925558234	7.39511424696798	9.97792354754977	13.3795737907943	9.33440279194924	8.83833595511793	4.28017839944476	2.9826477574195	2.37938024295672	2.64872716315296	2.89348983021571	3.48749096766855	4.61116367285369	5.92779980223756	5.85789119327264	7.68790470951507	"cpcL"	"cpcL(alr0536)"	"Protein"	"ctrl"
"52"	"cpcG4_ctrl"	0.577677079364422	2.42136351400642	3.28795915310448	2.90866935004201	4.74443596412983	16.3704429376596	35.7397476686343	19.1462916428837	3.27321576833322	1.66582480125504	0.900567301204246	0.766449702046403	0.787945895703281	0.928345236754856	1.22708972243373	1.61728115813127	1.57690153275121	2.05979157156198	"cpcG4"	"cpcG4(alr0537)"	"Protein"	"ctrl"
"53"	"agp_ctrl"	0.724613854411134	5.61021233185692	24.4787406972908	41.7399787651902	15.6275122870458	6.53739844190283	1.93349335025165	0.933741342937722	0.425292532629282	0.281371829043025	0.214872774109048	0.238321974855958	0.168760020490857	0.194900884908879	0.18379738773252	0.190547230016764	0.22103219830725	0.295412097019272	"agp"	"agp(all4645)"	"Protein"	"ctrl"
"54"	"pecC_ctrl"	2.05651123514299	18.201580314866	21.8657018665781	13.3227202331964	4.96072079152569	3.2132689516777	3.66694671589281	17.702919261748	6.08104275888442	1.74168557562768	0.769240228720043	0.579910467574987	0.563689731856057	0.580433430626527	0.818367096905691	1.09084836719457	1.09180883444105	1.69260413754132	"pecC"	"pecC(alr0525)"	"Protein"	"ctrl"
"55"	"psbA3_ctrl"	0.590075925767632	1.28284772623544	1.97860113250391	1.98515885591301	3.60036692307463	13.7862419070089	29.6515764160918	20.1897880182998	8.79766108757776	4.57915961491739	2.35303566186788	1.80741857174901	1.40168544746477	1.31555923252095	1.6094491302735	1.71967154037075	1.41528980784063	1.93641300052229	"psbA3"	"psbA3(alr4592)"	"Protein"	"ctrl"
"56"	"pecA_ctrl"	2.21970636435258	36.4459432550868	39.5370926577742	15.3060957168378	3.33448856971103	1.19624749321038	0.483073676986994	0.508642190993477	0.219444002106633	0.147291866292749	0.0751474863373875	0.0684246052142517	0.0667416322796439	0.0585730115540281	0.0674224385735552	0.0635095165396926	0.091546342316782	0.110609173832024	"pecA"	"pecA(alr0524)"	"Protein"	"ctrl"
"57"	"pecB_ctrl"	1.88437897838008	30.784462447671	40.0868752131504	18.0867167554244	4.42479059436212	1.82521771254897	0.76120575375147	0.780474232987271	0.347489524568256	0.199965537916698	0.11356277831441	0.0979573344979211	0.0989922486528823	0.0787588808141479	0.0911098547663988	0.0932054891217756	0.0980627464913338	0.146773916580514	"pecB"	"pecB(alr0523)"	"Protein"	"ctrl"
"58"	"hglB_ctrl"	1.17425947652574	5.73896650843642	25.1609110140459	26.2178728247299	11.5734271574878	6.40922602482037	3.3602823328256	2.03021777846563	2.23749933239333	1.58011617670177	1.69267764008486	1.25065539017092	2.56062285771378	1.23050885592986	1.49794758475366	1.11188166491813	2.004563275622	3.16836410437423	"hglB"	"hglB(alr5357)"	"Protein"	"ctrl"
"59"	"nucA_ctrl"	3.23259876735133	34.831473388008	29.4021718877342	11.7387505921738	4.61114907276644	2.36140937219664	2.04869098524973	3.29048316031978	0.999316441102712	0.820500339982835	0.705717360676348	0.74390244773628	0.532863916460931	0.507480271387508	1.22149951195307	0.954502287435449	0.917688691425835	1.07980150603907	"nucA"	"nucA(all7362)"	"Protein"	"ctrl"
"60"	"gshB_ctrl"	1.27880067730143	5.12179110611569	8.71438397279791	30.4578824201485	32.2537858519527	10.8463746594174	3.43390802063169	1.97814042138719	0.982340664897358	0.722154591668454	0.816763323755579	0.490328648585481	0.401756716273581	0.324345420110639	0.469949666741688	0.487392483170205	0.520047918797054	0.699853436247473	"gshB"	"gshB(all3859)"	"Protein"	"ctrl"
"61"	"ftsZ_ctrl"	3.091946587087	31.8036339618228	31.746550974926	15.2851721039403	5.5827072056509	2.79650229437366	1.32228820241693	1.09456096737797	0.741876420373601	0.682991432130994	0.518112002682117	0.540532425882188	0.500391926525179	0.452501079606854	0.629118376942906	0.695389703756934	0.846757856671451	1.66896647783221	"ftsZ"	"ftsZ(alr3858)"	"Protein"	"ctrl"
"62"	"all1601_ctrl"	1.73457013978585	13.1168080441545	45.9959787963347	17.6796261739872	5.38636687422966	2.74607612737941	1.52297857214492	2.37116421932468	1.27224688368644	0.879600167291943	0.786325443716866	0.745383317056557	0.850823856102727	0.629510887953816	0.956038947474276	1.01361481181848	0.778488811163818	1.53439792639417	"all1601"	"all1601"	"Protein"	"ctrl"
"63"	"pgl_ctrl"	10.5657832977151	53.9851809131914	20.6535269694043	7.22330928104241	2.10168442542071	1.13522436520241	0.618035315444202	0.523754024058163	0.406325866010473	0.368575787775276	0.32668575852056	0.321459465034487	0.320142175278995	0.197685855406405	0.200103154793019	0.296954600977687	0.315191964243795	0.440376780480568	"pgl"	"pgl(alr1602)"	"Protein"	"ctrl"
"64"	"fraH_ctrl"	27.7515506938124	54.8120772897101	10.6193239494896	3.778422659769	0.91304878702086	0.465947882398491	0.303658967427057	0.258863688885234	0.16131368458491	0.0918506569484839	0.0740464425326763	0.0565198736554064	0.0621586241295853	0.0543593806793254	0.0599280251522613	0.260636864125584	0.0646173987487792	0.211675130930288	"fraH"	"fraH(alr1603)"	"Protein"	"ctrl"
"65"	"fraD_ctrl"	1.72080542109563	5.33274922668994	13.6582191577994	19.6727289050172	15.4226472971215	9.01163326994701	4.07400568891685	2.57309838467675	1.53190615016182	1.10916112823549	1.06577804076842	1.3765954821866	1.84268496141413	2.07275317352819	2.98148047197681	4.03248584429466	4.50262484151948	8.01864255465003	"fraD"	"fraD(alr2393)"	"Protein"	"ctrl"
"66"	"all2391_ctrl"	6.71317448619841	17.8033013304215	20.1392834467091	21.1638573897453	11.3839851481925	6.26436262966041	3.07265847031615	1.97904796081292	1.10592623557818	0.941774808868498	0.86790272411048	0.885489669529689	0.881349391116653	0.787877177141066	1.01374728993305	1.16569429516234	1.27485437570363	2.55571317079999	"all2391"	"all2391"	"Protein"	"ctrl"
"67"	"psbA1_ctrl"	0.884197846821555	2.37686869865357	3.20766575713503	2.86064448703854	3.77769441436668	11.9675147283676	26.5593657568886	19.8140503344569	8.0322313134198	4.49824150013026	2.9887050005337	2.2555136594371	1.55504567569715	1.61453286340371	1.78268580028532	1.9102255248506	1.62898775095808	2.2858288875558	"psbA1"	"psbA1(alr4866)"	"Protein"	"ctrl"
"68"	"petE_ctrl"	38.0055312391469	37.5509671600152	12.3901230870976	5.91980772776206	1.74051428848626	1.20418157250412	0.7656060015183	0.706767597172132	0.292351348332408	0.226259218125825	0.150504527549685	0.1401646874687	0.126907591110014	0.0934493056639597	0.143570528850112	0.170197871670268	0.168965687253828	0.204130560272641	"petE"	"petE(all0258)"	"Protein"	"ctrl"
"69"	"leuA2_ctrl"	1.23676266353076	4.3407776160321	12.7657406392704	31.4660886478905	24.4271119861903	10.1789953030611	4.3168632263902	2.66861485510086	1.26001239327539	0.949382886832122	0.788415470825072	0.814896953324904	0.654320251381042	0.565350575006158	0.748023125408958	0.708248526455608	0.774156535946723	1.33623834407785	"leuA2"	"leuA2(alr4840)"	"Protein"	"ctrl"
"70"	"gor_ctrl"	1.1254869153784	4.21125771383933	23.2745391784312	42.8409109838164	16.6534423432399	5.38376709699722	1.73051028468955	0.929709550091153	0.577902679540267	0.558748808242275	0.34410822011253	0.333270343942062	0.313604286276185	0.288989587499824	0.320358960379765	0.309107707195272	0.356909645916203	0.447375694412479	"gor"	"gor(all4968)"	"Protein"	"ctrl"
"71"	"fbp_ctrl"	0.879282209613064	4.27341067303256	5.11034012354096	14.156799256718	41.8767135736937	21.5115414821572	5.6148477887343	2.25811174620595	0.751690403203141	0.542628475479057	0.588975276632632	0.427020846695203	0.333814813733521	0.248596669671706	0.316570528429444	0.30677393498632	0.326275304275427	0.476606893197724	"fbp"	"fbp(all4021)"	"Protein"	"ctrl"
"72"	"zwf_ctrl"	0.354794059595186	1.4754839085804	2.92293868369371	4.75832102180528	22.2056099559832	48.2517818616117	12.4913229983528	4.13563641969741	1.0780103547444	0.502930498805856	0.279501606096015	0.235981273018352	0.214198257182872	0.156840062099215	0.18716408356601	0.206966565782492	0.225085757241177	0.317432632144033	"zwf"	"zwf(all4019)"	"Protein"	"ctrl"
